country	Date	People partly vaccinated	people fully vaccinated
Germany	2021-01-11	708625
Germany	2021-01-12	790628
Germany	2021-01-13	889308
Germany	2021-01-14	989791	131
Germany	2021-01-15	1082020	10881
Germany	2021-01-16	1138335	18442
Germany	2021-01-17	1169560	32292
Germany	2021-01-18	1227418	55641
Germany	2021-01-19	1294371	92535
Germany	2021-01-20	1372044	147778
Germany	2021-01-21	1431949	183647
Germany	2021-01-22	1515361	211985
Germany	2021-01-23	1563553	244152
Germany	2021-01-24	1601450	268767
Germany	2021-01-25	1658660	306031
Germany	2021-01-26	1711709	351166
Germany	2021-01-27	1765468	395452
Germany	2021-01-28	1816908	440932
Germany	2021-01-29	1873272	483633
Germany	2021-01-30	1911638	520394
Germany	2021-01-31	1942847	549107
Germany	2021-02-01	1990956	622032
Germany	2021-02-02	2046403	698113
Germany	2021-02-03	2100368	772344
Germany	2021-02-04	2160712	845368
Germany	2021-02-05	2213311	909722
Germany	2021-02-06	2256133	958627
Germany	2021-02-07	2287196	981914
Gibraltar	2021-01-10	420
Gibraltar	2021-01-11	1445
Gibraltar	2021-01-12	2501
Gibraltar	2021-01-15	5135
Gibraltar	2021-01-16	5847
Gibraltar	2021-01-17	5847
Gibraltar	2021-01-18	6435
Gibraltar	2021-01-19	7017
Gibraltar	2021-01-20	7017
Gibraltar	2021-01-21	7947
Gibraltar	2021-01-22	8877
Gibraltar	2021-01-23	9807
Gibraltar	2021-01-24	10341
Gibraltar	2021-01-25	10539
Gibraltar	2021-01-26	11073
Gibraltar	2021-01-27	11073
Gibraltar	2021-01-28	12332
Gibraltar	2021-01-29	12866
Gibraltar	2021-01-30	12866
Gibraltar	2021-01-31	12886	400
Gibraltar	2021-02-01	12974	1325
Gibraltar	2021-02-02	13071	2320
Gibraltar	2021-02-03	13166	3011
Gibraltar	2021-02-04	13246	3943
Gibraltar	2021-02-05	13398	4876
Gibraltar	2021-02-06	13499	5573
Greece	2020-12-28	447
Greece	2020-12-29	1077
Greece	2020-12-30	1722
Greece	2020-12-31	2339
Greece	2021-01-01	2603
Greece	2021-01-02	3149
Greece	2021-01-03	3869
Greece	2021-01-04	10327
Greece	2021-01-05	16631
Greece	2021-01-06	20616
Greece	2021-01-07	26445
Greece	2021-01-08	35272
Greece	2021-01-09	40427
Greece	2021-01-10	44645
Greece	2021-01-11	50045
Greece	2021-01-12	56475
Greece	2021-01-13	64932
Greece	2021-01-14	70960
Greece	2021-01-15	75412
Greece	2021-01-16	80389	2
Greece	2021-01-18	85475	423
Greece	2021-01-19	93382	1072
Greece	2021-01-20	108167	1664
Greece	2021-01-21	123667	2261
Greece	2021-01-22	141298	2579
Greece	2021-01-23	156966	3135
Greece	2021-01-25	171890	8061
Greece	2021-01-26	184610	13145
Greece	2021-01-27	198161	17879
Greece	2021-01-28	210488	23797
Greece	2021-01-29	220621	32742
Greece	2021-01-30	232399	38888
Greece	2021-02-01	247251	46566
Greece	2021-02-02	261543	54085
Greece	2021-02-03	276103	62019
Greece	2021-02-04	291259	68464
Greece	2021-02-05	306441	73695
Greece	2021-02-06	318097	79760
Greenland	2021-01-27	2584
Guernsey	2021-01-24	6151	522
Hungary	2021-01-18	129689	1643
Hungary	2021-01-19	130318	2939
Hungary	2021-01-20	134554	4030
Hungary	2021-01-21	138983	5815
Hungary	2021-01-22	143184	6944
Hungary	2021-01-23	145257	8135
Hungary	2021-01-24	146695	9403
Hungary	2021-01-25	149676	12639
Hungary	2021-01-26	152704	17772
Hungary	2021-01-27	161215	26293
Hungary	2021-01-28	175283	37727
Hungary	2021-01-29	198283	49606
Hungary	2021-01-30	222005	56825
Hungary	2021-01-31	237872	61266
Hungary	2021-02-01	243136	68526
Hungary	2021-02-02	247270	75036
Hungary	2021-02-03	249687	84452
Hungary	2021-02-04	264530	92773
Hungary	2021-02-05	279410	101652
Hungary	2021-02-06	286379	105242
Hungary	2021-02-07	289042	107592
Iceland	2020-12-30	4875
Iceland	2021-01-20	5725	480
Iceland	2021-01-25	10433	4787
Iceland	2021-01-27	10702	4820
Iceland	2021-02-03	12098	4853
Iceland	2021-02-05	12660	4855
Indonesia	2021-01-28	368318	5468
Indonesia	2021-01-29	405012	11287
Indonesia	2021-01-30	482145	20810
Indonesia	2021-01-31	493133	22548
Indonesia	2021-02-01	539532	35406
Indonesia	2021-02-02	596260	51999
Indonesia	2021-02-03	646026	71621
Indonesia	2021-02-04	700266	96553
Indonesia	2021-02-05	744884	120725
Indonesia	2021-02-06	777096	137207
Indonesia	2021-02-07	784318	139131
Ireland	2021-01-27	147700	13800
Ireland	2021-01-31	150500	49300
Ireland	2021-02-03	152200	67000
Isle of Man	2021-01-25	3897	312
Isle of Man	2021-01-26	4247	639
Isle of Man	2021-01-27	4550	1037
Isle of Man	2021-01-28	5243	1038
Isle of Man	2021-01-29	5829	1030
Isle of Man	2021-02-02	6883	1419
Isle of Man	2021-02-03	7387	2176
Isle of Man	2021-02-04	8030	2183
Isle of Man	2021-02-05	8041	2183
Isle of Man	2021-02-06	8669	2183
Isle of Man	2021-02-07	9063	2184
Israel	2020-12-19	57
Israel	2020-12-20	7372
Israel	2020-12-21	32132
Israel	2020-12-22	76489
Israel	2020-12-23	138690
Israel	2020-12-24	211350
Israel	2020-12-25	249348
Israel	2020-12-26	281382
Israel	2020-12-27	384749
Israel	2020-12-28	517767
Israel	2020-12-29	671742
Israel	2020-12-30	822223
Israel	2020-12-31	978969
Israel	2021-01-01	1049550
Israel	2021-01-02	1120504
Israel	2021-01-03	1267673
Israel	2021-01-04	1407439	2
Israel	2021-01-05	1530448	2
Israel	2021-01-06	1631230	2
Israel	2021-01-07	1744983	6
Israel	2021-01-08	1810324	11
Israel	2021-01-09	1854258	37
Israel	2021-01-10	1891156	5999
Israel	2021-01-11	1911449	25065
Israel	2021-01-12	1934927	60397
Israel	2021-01-13	1985848	116484
Israel	2021-01-14	2040989	184427
Israel	2021-01-15	2071153	219811
Israel	2021-01-16	2100291	245319
Israel	2021-01-17	2167991	328417
Israel	2021-01-18	2237212	446237
Israel	2021-01-19	2309812	581037
Israel	2021-01-20	2387340	721336
Israel	2021-01-21	2458494	881548
Israel	2021-01-22	2497160	950861
Israel	2021-01-23	2537688	1003162
Israel	2021-01-24	2608556	1139862
Israel	2021-01-25	2696670	1269335
Israel	2021-01-26	2777566	1390333
Israel	2021-01-27	2858221	1510562
Israel	2021-01-28	2940380	1636974
Israel	2021-01-29	2978150	1699889
Israel	2021-01-30	3013090	1741613
Israel	2021-01-31	3087428	1799227
Israel	2021-02-01	3170402	1833109
Israel	2021-02-02	3240556	1863101
Israel	2021-02-03	3299832	1911471
Israel	2021-02-04	3371879	1967195
Israel	2021-02-05	3406047	1995116
Israel	2021-02-06	3427108	2016293
Israel	2021-02-07	3480453	2081554
Italy	2020-12-27	7011
Italy	2020-12-28	7981
Italy	2020-12-29	8902
Italy	2020-12-30	13514
Italy	2020-12-31	38719
Italy	2021-01-01	49745
Italy	2021-01-02	88171
Italy	2021-01-03	123211
Italy	2021-01-04	191417
Italy	2021-01-05	270748
Italy	2021-01-06	335764
Italy	2021-01-07	427359
Italy	2021-01-08	522451
Italy	2021-01-09	609181
Italy	2021-01-10	669398
Italy	2021-01-11	749847
Italy	2021-01-12	830703
Italy	2021-01-13	923462
Italy	2021-01-14	1015319
Italy	2021-01-15	1103007
Italy	2021-01-16	1166663
Italy	2021-01-17	1199778	2797
Italy	2021-01-18	1236990	7197
Italy	2021-01-19	1266996	8979
Italy	2021-01-20	1291801	13459
Italy	2021-01-21	1306724	32867
Italy	2021-01-22	1318452	46744
Italy	2021-01-23	1324045	79381
Italy	2021-01-24	1327034	109929
Italy	2021-01-25	1331510	173542
Italy	2021-01-26	1335628	248646
Italy	2021-01-27	1341483	312656
Italy	2021-01-28	1345795	400702
Italy	2021-01-29	1350188	492266
Italy	2021-01-30	1353980	576939
Italy	2021-01-31	1356430	633359
Italy	2021-02-01	1360741	712263
Italy	2021-02-02	1366728	791499
Italy	2021-02-03	1375462	878859
Italy	2021-02-04	1387677	967161
Italy	2021-02-05	1403526	1046088
Italy	2021-02-06	1416653	1102667
Italy	2021-02-07	1425179	1130345
Jersey	2021-01-24	8334	3051
Jersey	2021-01-31	11707	3131
Latvia	2021-01-18	16224	571
Latvia	2021-01-19	16296	1375
Latvia	2021-01-20	16315	2126
Latvia	2021-01-21	16581	2139
Latvia	2021-01-22	16777	2156
Latvia	2021-01-25	16921	2804
Latvia	2021-01-26	16951	3622
Latvia	2021-01-27	17032	4359
Latvia	2021-01-28	17062	5108
Latvia	2021-01-29	17116	6016
Latvia	2021-01-30	17120	6320
Latvia	2021-02-01	17134	7826
Latvia	2021-02-02	17269	9499
Latvia	2021-02-03	17509	10876
Latvia	2021-02-04	17650	12238
Latvia	2021-02-05	17786	13589
Latvia	2021-02-06	17792	14074
Latvia	2021-02-07	17794	14195
Lithuania	2020-12-27	2418
Lithuania	2020-12-28	5203
Lithuania	2020-12-29	8189
Lithuania	2020-12-30	9722
Lithuania	2020-12-31	9747
Lithuania	2021-01-05	10369
Lithuania	2021-01-06	13866
Lithuania	2021-01-07	18020
Lithuania	2021-01-08	23190
Lithuania	2021-01-09	23494
Lithuania	2021-01-10	23497
Lithuania	2021-01-11	25704
Lithuania	2021-01-12	27789
Lithuania	2021-01-13	33935
Lithuania	2021-01-14	42557
Lithuania	2021-01-15	49812
Lithuania	2021-01-16	50901
Lithuania	2021-01-17	50943	1088
Lithuania	2021-01-18	53767	2759
Lithuania	2021-01-19	56128	6666
Lithuania	2021-01-20	57766	8498
Lithuania	2021-01-21	58630	9133
Lithuania	2021-01-22	58916	9203
Lithuania	2021-01-23	58924	9203
Lithuania	2021-01-25	58961	9203
Lithuania	2021-01-26	61428	9829
Lithuania	2021-01-27	65260	12882
Lithuania	2021-01-28	68636	16548
Lithuania	2021-01-29	71596	21597
Lithuania	2021-01-30	71789	22029
Lithuania	2021-01-31	71797	22029
Lithuania	2021-02-01	72848	23852
Lithuania	2021-02-02	74479	26054
Lithuania	2021-02-03	76095	30964
Lithuania	2021-02-04	77606	38967
Lithuania	2021-02-05	78524	44756
Lithuania	2021-02-06	78619	45405
Lithuania	2021-02-07	78622	45499
Luxembourg	2020-12-30	1200
Luxembourg	2021-01-11	1943
Luxembourg	2021-01-12	2372
Luxembourg	2021-01-13	2871
Luxembourg	2021-01-14	3233
Luxembourg	2021-01-17	3755
Luxembourg	2021-01-18	4569
Luxembourg	2021-01-19	5294
Luxembourg	2021-01-20	6193
Luxembourg	2021-01-21	6897
Luxembourg	2021-01-25	7309	1245
Luxembourg	2021-01-26	8280	1245
Luxembourg	2021-01-27	9107	1342
Luxembourg	2021-01-28	9890	1483
Luxembourg	2021-01-31	10748	1680
Luxembourg	2021-02-01	11336	1905
Luxembourg	2021-02-02	11925	2327
Luxembourg	2021-02-03	12597	2810
Luxembourg	2021-02-04	13256	3163
Malta	2021-01-24	18783	1198
Malta	2021-01-25	19709	1463
Malta	2021-01-26	20677	1694
Malta	2021-01-27	21417	2095
Malta	2021-01-28	22162	2518
Malta	2021-01-29	22853	2969
Malta	2021-01-30	23391	3456
Malta	2021-02-01	23811	3948
Malta	2021-02-02	24526	4476
Malta	2021-02-03	25361	4891
Malta	2021-02-04	26223	5410
Malta	2021-02-05	27020	6457
Malta	2021-02-06	28082	7594
Malta	2021-02-07	28837	8749
Mexico	2020-12-24	2924
Mexico	2020-12-27	6824
Mexico	2020-12-28	9579
Mexico	2020-12-29	18529
Mexico	2020-12-30	24998
Mexico	2021-01-04	43960
Mexico	2021-01-05	48236
Mexico	2021-01-06	53185
Mexico	2021-01-07	58402
Mexico	2021-01-08	67468
Mexico	2021-01-09	74794
Mexico	2021-01-10	81300
Mexico	2021-01-11	87060
Mexico	2021-01-12	92879
Mexico	2021-01-13	192567
Mexico	2021-01-14	329983
Mexico	2021-01-15	415417	1958
Mexico	2021-01-16	461025	2221
Mexico	2021-01-17	468708	3434
Mexico	2021-01-18	485983	6546
Mexico	2021-01-19	488513	9609
Mexico	2021-01-20	489628	11402
Mexico	2021-01-21	534317	18018
Mexico	2021-01-22	594725	20083
Mexico	2021-01-23	596296	22472
Mexico	2021-01-24	604441	25185
Mexico	2021-01-25	616390	28715
Mexico	2021-01-26	621005	31314
Mexico	2021-01-27	624730	31314
Mexico	2021-01-28	626528	31314
Mexico	2021-01-29	630820	31397
Mexico	2021-01-30	631298	39009
Mexico	2021-01-31	631485	41842
Mexico	2021-02-01	614689	43455
Mexico	2021-02-02	614733	45748
Mexico	2021-02-03	615381	54162
Mexico	2021-02-04	634346	60742
Mexico	2021-02-05	636070	64246
Mexico	2021-02-06	637098	73100
Northern Ireland	2020-12-13	3623
Northern Ireland	2020-12-20	16068
Northern Ireland	2020-12-27	31016
Northern Ireland	2021-01-03	40685	1271
Northern Ireland	2021-01-10	78005	13949
Northern Ireland	2021-01-11	84187	15288
Northern Ireland	2021-01-12	91417	17840
Northern Ireland	2021-01-13	102701	19010
Northern Ireland	2021-01-14	114567	19264
Northern Ireland	2021-01-15	117906	19474
